zip,mean_household_income,income_bracket
83810,132743,Upper Middle Income ($100k-$200k)
83811,53650,Middle Income ($50k-$100k)
83812,67950,Middle Income ($50k-$100k)
83813,99882,Middle Income ($50k-$100k)
83814,107825,Upper Middle Income ($100k-$200k)
83815,95519,Middle Income ($50k-$100k)
83821,132331,Upper Middle Income ($100k-$200k)
83822,92110,Middle Income ($50k-$100k)
83823,84394,Middle Income ($50k-$100k)
83824,94916,Middle Income ($50k-$100k)
83825,92865,Middle Income ($50k-$100k)
83826,N,Unknown
83827,67416,Middle Income ($50k-$100k)
83830,88531,Middle Income ($50k-$100k)
83832,112713,Upper Middle Income ($100k-$200k)
83833,125609,Upper Middle Income ($100k-$200k)
83834,122703,Upper Middle Income ($100k-$200k)
83835,113264,Upper Middle Income ($100k-$200k)
83836,161034,Upper Middle Income ($100k-$200k)
83837,60850,Middle Income ($50k-$100k)
83839,76568,Middle Income ($50k-$100k)
83840,68474,Middle Income ($50k-$100k)
83841,58539,Middle Income ($50k-$100k)
83842,110108,Upper Middle Income ($100k-$200k)
83843,85808,Middle Income ($50k-$100k)
83844,N,Unknown
83845,85718,Middle Income ($50k-$100k)
83846,75865,Middle Income ($50k-$100k)
83847,93386,Middle Income ($50k-$100k)
83848,132431,Upper Middle Income ($100k-$200k)
83849,63267,Middle Income ($50k-$100k)
83850,77969,Middle Income ($50k-$100k)
83851,80882,Middle Income ($50k-$100k)
83852,66251,Middle Income ($50k-$100k)
83854,96665,Middle Income ($50k-$100k)
83855,94509,Middle Income ($50k-$100k)
83856,103664,Upper Middle Income ($100k-$200k)
83857,76406,Middle Income ($50k-$100k)
83858,120930,Upper Middle Income ($100k-$200k)
83860,109172,Upper Middle Income ($100k-$200k)
83861,80267,Middle Income ($50k-$100k)
83864,100130,Upper Middle Income ($100k-$200k)
83866,39855,Low Income (<$50k)
83867,88656,Middle Income ($50k-$100k)
83868,59049,Middle Income ($50k-$100k)
83869,96489,Middle Income ($50k-$100k)
83870,75038,Middle Income ($50k-$100k)
83871,104358,Upper Middle Income ($100k-$200k)
83872,128367,Upper Middle Income ($100k-$200k)
83873,61948,Middle Income ($50k-$100k)
83874,40205,Low Income (<$50k)
83876,93240,Middle Income ($50k-$100k)
84001,82612,Middle Income ($50k-$100k)
84002,91404,Middle Income ($50k-$100k)
84003,163025,Upper Middle Income ($100k-$200k)
84004,218939,High Income (>$200k)
84005,130426,Upper Middle Income ($100k-$200k)
84006,88945,Middle Income ($50k-$100k)
84007,99147,Middle Income ($50k-$100k)
84008,-,Unknown
84009,159415,Upper Middle Income ($100k-$200k)
84010,123927,Upper Middle Income ($100k-$200k)
84013,116515,Upper Middle Income ($100k-$200k)
84014,139300,Upper Middle Income ($100k-$200k)
84015,108853,Upper Middle Income ($100k-$200k)
84017,117670,Upper Middle Income ($100k-$200k)
84018,N,Unknown
84020,170501,Upper Middle Income ($100k-$200k)
84021,90442,Middle Income ($50k-$100k)
84022,91371,Middle Income ($50k-$100k)
84023,50105,Middle Income ($50k-$100k)
84024,43432,Low Income (<$50k)
84025,158689,Upper Middle Income ($100k-$200k)
84026,57028,Middle Income ($50k-$100k)
84027,100209,Upper Middle Income ($100k-$200k)
84028,71085,Middle Income ($50k-$100k)
84029,131886,Upper Middle Income ($100k-$200k)
84031,113468,Upper Middle Income ($100k-$200k)
84032,141087,Upper Middle Income ($100k-$200k)
84033,127585,Upper Middle Income ($100k-$200k)
84034,47100,Low Income (<$50k)
84035,65344,Middle Income ($50k-$100k)
84036,183295,Upper Middle Income ($100k-$200k)
84037,171653,Upper Middle Income ($100k-$200k)
84038,91214,Middle Income ($50k-$100k)
84039,103838,Upper Middle Income ($100k-$200k)
84040,158115,Upper Middle Income ($100k-$200k)
84041,107332,Upper Middle Income ($100k-$200k)
84042,148344,Upper Middle Income ($100k-$200k)
84043,153430,Upper Middle Income ($100k-$200k)
84044,99306,Middle Income ($50k-$100k)
84045,148459,Upper Middle Income ($100k-$200k)
84046,90916,Middle Income ($50k-$100k)
84047,93686,Middle Income ($50k-$100k)
84049,210539,High Income (>$200k)
84050,159125,Upper Middle Income ($100k-$200k)
84051,122396,Upper Middle Income ($100k-$200k)
84052,75131,Middle Income ($50k-$100k)
84053,85768,Middle Income ($50k-$100k)
84054,125954,Upper Middle Income ($100k-$200k)
84055,173760,Upper Middle Income ($100k-$200k)
84056,75470,Middle Income ($50k-$100k)
84057,100991,Upper Middle Income ($100k-$200k)
84058,100000,Upper Middle Income ($100k-$200k)
84059,137952,Upper Middle Income ($100k-$200k)
84060,246020,High Income (>$200k)
84061,157695,Upper Middle Income ($100k-$200k)
84062,135915,Upper Middle Income ($100k-$200k)
84063,67027,Middle Income ($50k-$100k)
84064,95586,Middle Income ($50k-$100k)
84065,153370,Upper Middle Income ($100k-$200k)
84066,102041,Upper Middle Income ($100k-$200k)
84067,102272,Upper Middle Income ($100k-$200k)
84069,118486,Upper Middle Income ($100k-$200k)
84070,101741,Upper Middle Income ($100k-$200k)
84071,143790,Upper Middle Income ($100k-$200k)
84072,76578,Middle Income ($50k-$100k)
84073,83075,Middle Income ($50k-$100k)
84074,124364,Upper Middle Income ($100k-$200k)
84075,150294,Upper Middle Income ($100k-$200k)
84076,122033,Upper Middle Income ($100k-$200k)
84078,95862,Middle Income ($50k-$100k)
84080,83024,Middle Income ($50k-$100k)
84081,136949,Upper Middle Income ($100k-$200k)
84082,135814,Upper Middle Income ($100k-$200k)
84083,53746,Middle Income ($50k-$100k)
84084,107679,Upper Middle Income ($100k-$200k)
84085,63741,Middle Income ($50k-$100k)
84086,103962,Upper Middle Income ($100k-$200k)
84087,157244,Upper Middle Income ($100k-$200k)
84088,118437,Upper Middle Income ($100k-$200k)
84092,198058,Upper Middle Income ($100k-$200k)
84093,174724,Upper Middle Income ($100k-$200k)
84094,126336,Upper Middle Income ($100k-$200k)
84095,159139,Upper Middle Income ($100k-$200k)
84096,136962,Upper Middle Income ($100k-$200k)
84097,139002,Upper Middle Income ($100k-$200k)
84098,242554,High Income (>$200k)
84101,100190,Upper Middle Income ($100k-$200k)
84102,75108,Middle Income ($50k-$100k)
84103,146007,Upper Middle Income ($100k-$200k)
84104,78037,Middle Income ($50k-$100k)
84105,138402,Upper Middle Income ($100k-$200k)
84106,130775,Upper Middle Income ($100k-$200k)
84107,96157,Middle Income ($50k-$100k)
84108,188050,Upper Middle Income ($100k-$200k)
84109,184455,Upper Middle Income ($100k-$200k)
84111,78896,Middle Income ($50k-$100k)
84112,19601,Low Income (<$50k)
84113,-,Unknown
84114,-,Unknown
84115,86474,Middle Income ($50k-$100k)
84116,81671,Middle Income ($50k-$100k)
84117,132235,Upper Middle Income ($100k-$200k)
84118,104468,Upper Middle Income ($100k-$200k)
84119,86848,Middle Income ($50k-$100k)
84120,110382,Upper Middle Income ($100k-$200k)
84121,148611,Upper Middle Income ($100k-$200k)
84123,99683,Middle Income ($50k-$100k)
84124,171949,Upper Middle Income ($100k-$200k)
84128,118156,Upper Middle Income ($100k-$200k)
84129,111954,Upper Middle Income ($100k-$200k)
84138,-,Unknown
84150,N,Unknown
84180,-,Unknown
84301,97624,Middle Income ($50k-$100k)
84302,94374,Middle Income ($50k-$100k)
84304,N,Unknown
84305,83229,Middle Income ($50k-$100k)
84306,133831,Upper Middle Income ($100k-$200k)
84307,89049,Middle Income ($50k-$100k)
84308,125137,Upper Middle Income ($100k-$200k)
84309,117987,Upper Middle Income ($100k-$200k)
84310,153457,Upper Middle Income ($100k-$200k)
84311,100024,Upper Middle Income ($100k-$200k)
84312,93020,Middle Income ($50k-$100k)
84313,-,Unknown
84314,111711,Upper Middle Income ($100k-$200k)
84315,144993,Upper Middle Income ($100k-$200k)
84316,92213,Middle Income ($50k-$100k)
84317,157963,Upper Middle Income ($100k-$200k)
84318,155021,Upper Middle Income ($100k-$200k)
84319,105646,Upper Middle Income ($100k-$200k)
84320,125019,Upper Middle Income ($100k-$200k)
84321,85855,Middle Income ($50k-$100k)
84322,-,Unknown
84324,155895,Upper Middle Income ($100k-$200k)
84325,150953,Upper Middle Income ($100k-$200k)
84326,129099,Upper Middle Income ($100k-$200k)
84327,96614,Middle Income ($50k-$100k)
84328,154837,Upper Middle Income ($100k-$200k)
84329,67387,Middle Income ($50k-$100k)
84330,98856,Middle Income ($50k-$100k)
84331,84240,Middle Income ($50k-$100k)
84332,153894,Upper Middle Income ($100k-$200k)
84333,140988,Upper Middle Income ($100k-$200k)
84334,N,Unknown
84335,107321,Upper Middle Income ($100k-$200k)
84336,87768,Middle Income ($50k-$100k)
84337,102402,Upper Middle Income ($100k-$200k)
84338,93172,Middle Income ($50k-$100k)
84339,150041,Upper Middle Income ($100k-$200k)
84340,121163,Upper Middle Income ($100k-$200k)
84341,96278,Middle Income ($50k-$100k)
84401,98848,Middle Income ($50k-$100k)
84403,116093,Upper Middle Income ($100k-$200k)
84404,99893,Middle Income ($50k-$100k)
84405,105128,Upper Middle Income ($100k-$200k)
84408,-,Unknown
84414,137546,Upper Middle Income ($100k-$200k)
84501,78240,Middle Income ($50k-$100k)
84511,106595,Upper Middle Income ($100k-$200k)
84512,71255,Middle Income ($50k-$100k)
84513,84309,Middle Income ($50k-$100k)
84515,-,Unknown
84516,72185,Middle Income ($50k-$100k)
84518,150255,Upper Middle Income ($100k-$200k)
84520,61330,Middle Income ($50k-$100k)
84521,71785,Middle Income ($50k-$100k)
84522,95592,Middle Income ($50k-$100k)
84523,67093,Middle Income ($50k-$100k)
84525,88441,Middle Income ($50k-$100k)
84526,70179,Middle Income ($50k-$100k)
84528,89558,Middle Income ($50k-$100k)
84529,N,Unknown
84530,65538,Middle Income ($50k-$100k)
84531,58432,Middle Income ($50k-$100k)
84532,90385,Middle Income ($50k-$100k)
84533,N,Unknown
84534,66346,Middle Income ($50k-$100k)
84535,83033,Middle Income ($50k-$100k)
84536,58426,Middle Income ($50k-$100k)
84537,99390,Middle Income ($50k-$100k)
84539,44483,Low Income (<$50k)
84540,-,Unknown
84542,88501,Middle Income ($50k-$100k)
84601,88073,Middle Income ($50k-$100k)
84602,N,Unknown
84604,111815,Upper Middle Income ($100k-$200k)
84606,69503,Middle Income ($50k-$100k)
84620,109886,Upper Middle Income ($100k-$200k)
84621,N,Unknown
84622,83520,Middle Income ($50k-$100k)
84623,45319,Low Income (<$50k)
84624,83587,Middle Income ($50k-$100k)
84626,61833,Middle Income ($50k-$100k)
84627,79676,Middle Income ($50k-$100k)
84628,83901,Middle Income ($50k-$100k)
84629,94384,Middle Income ($50k-$100k)
84630,90670,Middle Income ($50k-$100k)
84631,82273,Middle Income ($50k-$100k)
84632,82358,Middle Income ($50k-$100k)
84633,99857,Middle Income ($50k-$100k)
84634,84143,Middle Income ($50k-$100k)
84635,96032,Middle Income ($50k-$100k)
84636,86678,Middle Income ($50k-$100k)
84637,80737,Middle Income ($50k-$100k)
84638,114277,Upper Middle Income ($100k-$200k)
84639,108267,Upper Middle Income ($100k-$200k)
84640,61112,Middle Income ($50k-$100k)
84642,80398,Middle Income ($50k-$100k)
84643,106558,Upper Middle Income ($100k-$200k)
84644,56504,Middle Income ($50k-$100k)
84645,122740,Upper Middle Income ($100k-$200k)
84646,85170,Middle Income ($50k-$100k)
84647,76071,Middle Income ($50k-$100k)
84648,108874,Upper Middle Income ($100k-$200k)
84649,84529,Middle Income ($50k-$100k)
84651,110009,Upper Middle Income ($100k-$200k)
84652,94790,Middle Income ($50k-$100k)
84653,137887,Upper Middle Income ($100k-$200k)
84654,80122,Middle Income ($50k-$100k)
84655,115063,Upper Middle Income ($100k-$200k)
84656,89422,Middle Income ($50k-$100k)
84657,86932,Middle Income ($50k-$100k)
84660,120437,Upper Middle Income ($100k-$200k)
84662,89800,Middle Income ($50k-$100k)
84663,109850,Upper Middle Income ($100k-$200k)
84664,173516,Upper Middle Income ($100k-$200k)
84665,161803,Upper Middle Income ($100k-$200k)
84667,80625,Middle Income ($50k-$100k)
84701,86846,Middle Income ($50k-$100k)
84710,49260,Low Income (<$50k)
84711,96224,Middle Income ($50k-$100k)
84712,82113,Middle Income ($50k-$100k)
84713,85371,Middle Income ($50k-$100k)
84714,83128,Middle Income ($50k-$100k)
84715,90621,Middle Income ($50k-$100k)
84716,59229,Middle Income ($50k-$100k)
84718,57192,Middle Income ($50k-$100k)
84719,67727,Middle Income ($50k-$100k)
84720,97000,Middle Income ($50k-$100k)
84721,85198,Middle Income ($50k-$100k)
84722,103304,Upper Middle Income ($100k-$200k)
84723,80856,Middle Income ($50k-$100k)
84724,69655,Middle Income ($50k-$100k)
84725,95561,Middle Income ($50k-$100k)
84726,89607,Middle Income ($50k-$100k)
84728,N,Unknown
84729,70608,Middle Income ($50k-$100k)
84730,118242,Upper Middle Income ($100k-$200k)
84731,102652,Upper Middle Income ($100k-$200k)
84732,N,Unknown
84733,108911,Upper Middle Income ($100k-$200k)
84734,39021,Low Income (<$50k)
84735,64735,Middle Income ($50k-$100k)
84736,53546,Middle Income ($50k-$100k)
84737,96554,Middle Income ($50k-$100k)
84738,106804,Upper Middle Income ($100k-$200k)
84739,97831,Middle Income ($50k-$100k)
84740,79405,Middle Income ($50k-$100k)
84741,98686,Middle Income ($50k-$100k)
84742,171247,Upper Middle Income ($100k-$200k)
84743,53212,Middle Income ($50k-$100k)
84744,83134,Middle Income ($50k-$100k)
84745,79793,Middle Income ($50k-$100k)
84746,105206,Upper Middle Income ($100k-$200k)
84747,101228,Upper Middle Income ($100k-$200k)
84749,81672,Middle Income ($50k-$100k)
84750,47989,Low Income (<$50k)
84751,89810,Middle Income ($50k-$100k)
84752,87014,Middle Income ($50k-$100k)
84753,-,Unknown
84754,91258,Middle Income ($50k-$100k)
84755,87568,Middle Income ($50k-$100k)
84756,96036,Middle Income ($50k-$100k)
84757,104462,Upper Middle Income ($100k-$200k)
84758,101715,Upper Middle Income ($100k-$200k)
84759,109250,Upper Middle Income ($100k-$200k)
84760,72174,Middle Income ($50k-$100k)
84761,64855,Middle Income ($50k-$100k)
84762,76740,Middle Income ($50k-$100k)
84763,76658,Middle Income ($50k-$100k)
84764,59101,Middle Income ($50k-$100k)
84765,125930,Upper Middle Income ($100k-$200k)
84766,76124,Middle Income ($50k-$100k)
84767,151305,Upper Middle Income ($100k-$200k)
84770,89899,Middle Income ($50k-$100k)
84772,133219,Upper Middle Income ($100k-$200k)
84773,127303,Upper Middle Income ($100k-$200k)
84774,135059,Upper Middle Income ($100k-$200k)
84775,99634,Middle Income ($50k-$100k)
84776,90048,Middle Income ($50k-$100k)
84779,108325,Upper Middle Income ($100k-$200k)
84780,128376,Upper Middle Income ($100k-$200k)
84781,115190,Upper Middle Income ($100k-$200k)
84782,82461,Middle Income ($50k-$100k)
84783,107772,Upper Middle Income ($100k-$200k)
84784,121826,Upper Middle Income ($100k-$200k)
84790,116273,Upper Middle Income ($100k-$200k)
85003,91251,Middle Income ($50k-$100k)
85004,97968,Middle Income ($50k-$100k)
85006,78590,Middle Income ($50k-$100k)
85007,88327,Middle Income ($50k-$100k)
85008,82814,Middle Income ($50k-$100k)
85009,67728,Middle Income ($50k-$100k)
85012,127213,Upper Middle Income ($100k-$200k)
85013,108947,Upper Middle Income ($100k-$200k)
85014,105426,Upper Middle Income ($100k-$200k)
85015,74442,Middle Income ($50k-$100k)
85016,134806,Upper Middle Income ($100k-$200k)
85017,68747,Middle Income ($50k-$100k)
85018,181267,Upper Middle Income ($100k-$200k)
85019,78500,Middle Income ($50k-$100k)
85020,116716,Upper Middle Income ($100k-$200k)
85021,90610,Middle Income ($50k-$100k)
85022,98893,Middle Income ($50k-$100k)
85023,103553,Upper Middle Income ($100k-$200k)
85024,130786,Upper Middle Income ($100k-$200k)
85026,-,Unknown
85027,97994,Middle Income ($50k-$100k)
85028,165740,Upper Middle Income ($100k-$200k)
85029,83504,Middle Income ($50k-$100k)
85031,86326,Middle Income ($50k-$100k)
85032,103027,Upper Middle Income ($100k-$200k)
85033,76993,Middle Income ($50k-$100k)
85034,100682,Upper Middle Income ($100k-$200k)
85035,77677,Middle Income ($50k-$100k)
85037,97489,Middle Income ($50k-$100k)
85040,73047,Middle Income ($50k-$100k)
85041,94200,Middle Income ($50k-$100k)
85042,116447,Upper Middle Income ($100k-$200k)
85043,93985,Middle Income ($50k-$100k)
85044,123941,Upper Middle Income ($100k-$200k)
85045,186296,Upper Middle Income ($100k-$200k)
85048,164214,Upper Middle Income ($100k-$200k)
85050,179146,Upper Middle Income ($100k-$200k)
85051,80210,Middle Income ($50k-$100k)
85053,94594,Middle Income ($50k-$100k)
85054,138548,Upper Middle Income ($100k-$200k)
85083,189823,Upper Middle Income ($100k-$200k)
85085,149571,Upper Middle Income ($100k-$200k)
85086,156943,Upper Middle Income ($100k-$200k)
85087,147688,Upper Middle Income ($100k-$200k)
85118,114351,Upper Middle Income ($100k-$200k)
85119,92704,Middle Income ($50k-$100k)
85120,72247,Middle Income ($50k-$100k)
85121,50717,Middle Income ($50k-$100k)
85122,95923,Middle Income ($50k-$100k)
85123,74964,Middle Income ($50k-$100k)
85128,84696,Middle Income ($50k-$100k)
85131,71344,Middle Income ($50k-$100k)
85132,96321,Middle Income ($50k-$100k)
85135,55932,Middle Income ($50k-$100k)
85137,72420,Middle Income ($50k-$100k)
85138,111853,Upper Middle Income ($100k-$200k)
85139,98870,Middle Income ($50k-$100k)
85140,126910,Upper Middle Income ($100k-$200k)
85141,73097,Middle Income ($50k-$100k)
85142,151212,Upper Middle Income ($100k-$200k)
85143,105227,Upper Middle Income ($100k-$200k)
85145,107967,Upper Middle Income ($100k-$200k)
85147,60852,Middle Income ($50k-$100k)
85172,73355,Middle Income ($50k-$100k)
85173,65644,Middle Income ($50k-$100k)
85191,N,Unknown
85192,56004,Middle Income ($50k-$100k)
85193,68676,Middle Income ($50k-$100k)
85194,103771,Upper Middle Income ($100k-$200k)
85201,84968,Middle Income ($50k-$100k)
85202,89861,Middle Income ($50k-$100k)
85203,100118,Upper Middle Income ($100k-$200k)
85204,89013,Middle Income ($50k-$100k)
85205,98650,Middle Income ($50k-$100k)
85206,90547,Middle Income ($50k-$100k)
85207,144910,Upper Middle Income ($100k-$200k)
85208,84920,Middle Income ($50k-$100k)
85209,105439,Upper Middle Income ($100k-$200k)
85210,79048,Middle Income ($50k-$100k)
85212,149261,Upper Middle Income ($100k-$200k)
85213,130475,Upper Middle Income ($100k-$200k)
85215,124583,Upper Middle Income ($100k-$200k)
